65726.33782438574	164801.05602107974
431790.12665396376	379363.22038445034
830041.2668901754	208842.98586298566
829629.4337055017	437931.5185601742
936656.5493428651	732337.5391669323
952281.1470277298	275624.90462203714
131393.62289113444	882383.9690774314
26683.348846780696	981139.7521532486
72112.90127987391	50744.89373920998
174290.69464046098	289161.33137121145
546117.3468721278	404629.0823032731
54741.81492122099	523341.85228227393
905391.4836476455	682223.1919745478
325847.89789697464	712249.0779979392
873788.9847200421	930233.8899540618
826917.1401284211	831246.351696824
939607.1932439982	354132.90187283576
814376.9593706584	3778.7693851762947
17425.791732625927	274025.2071724527
764160.987859658	468017.061288082
727604.6535560328	810344.476415773
673157.118802529	828518.6982875171
407814.4159757339	84514.82326640192
913968.1594368182	310821.9624488394
486590.35585204035	201740.94110613706
601235.6904210135	347245.2768884713
934905.4059994434	514098.5918007008
466845.5381040362	867581.4995269872
762437.9237834882	67981.2342661832
430370.85287540866	672904.677151211
147882.31221935933	150973.93853732565
624836.4147192221	455452.0661522935
843430.8473385408	939827.8583442095
767726.6735900086	753252.9931436938
876201.5924931833	725136.4190899209
390992.4399920616	363762.5402948257
256553.20801144265	848716.0157797227
479174.70591871394	744122.2228315225
193930.60427859344	611258.0296638412
855550.9581633997	863413.6815707083
321361.6241283266	983649.7082162931
431951.7731539148	456782.84617817635
274652.17417706986	342716.945759494
951089.1628905322	395870.20677322627
481894.10194762086	670800.651330631
77912.79011235796	127733.34047809237
114892.57981608147	865319.6181897299
897728.7518186807	288394.6949948226
618003.1674384683	308807.27703205304
334491.3495971888	97426.41761723769
815593.8501546537	208915.62808409514
181681.41268410566	787404.0147153902
917345.442792707	45972.26096642038
371051.5858060417	187206.53762672024
643563.718672627	700824.7735242946
494782.1549327492	643809.4501117348
767202.0027417341	906904.6712274636
128016.96810739416	981448.3472711277
707383.6713137459	690366.8681914009
197565.5879730045	346734.34648950316
912894.788179319	201615.62209528295
619061.835933348	884203.4498035761
769297.1591110401	718920.927354071
919843.0489088165	355783.57958419825
554440.815470854	243584.1925496416
882395.6978196234	348523.76617895364
594766.199250451	989651.6760630326
579921.0427645288	336524.51123407757
714172.6851357352	426079.75709374266
746053.5661959857	300396.41305255715
756911.8652222373	457006.19742116943
755276.6068472356	403156.6110932149
67220.68402832793	467181.5430868174
209804.20569844882	647308.3230959034
592978.234365391	721763.798483906
201153.34809822895	954480.4712600384
253620.86204206524	208129.46316029923
938612.6703573097	891165.8712564567
137604.28520035118	125678.83902526123
447167.5690253115	290808.4976826602
983773.60474836	83892.20685655963
714264.1451293393	148242.6695423982
653191.6992923056	967105.4992769641
31636.26962438404	504881.0850592182
454925.3034829065	293266.03517968144
853868.1821507257	765239.3689496084
776021.5866209816	211455.58334144077
602389.086706539	961671.4562661974
62296.26103771235	114965.80910205745
133822.72746013047	905935.23550295
660617.6309603151	535872.3002731005
91492.51185720331	363261.04905643663
962048.2765321357	953999.3473606674
520943.684773847	42898.23565817719
363518.1990706726	833201.4976015161
447002.61289279367	48884.363579139055
325315.36040190404	976700.5390069238
493582.8285736967	331756.4566286113
872754.3460348622	655648.0242630511
92955.9234948899	164349.06102198787
611885.3209857552	854098.0052444913
105515.92394986386	595806.9645487659
808566.463226584	934594.069725722
961195.0494143876	793143.1940817928
844287.7753389319	8430.776706602417
711491.1471444459	646860.6658944633
440520.61398455	242659.06068726417
682673.8479340399	700391.9419247139
4910.85328507157	469369.15389902575
478231.16001843655	375237.19991253136
787818.4681453938	709081.3285267297
10392.064578703676	109200.1107110615
936868.6153215504	613311.3519753513
116897.74771302918	416087.66658925934
713234.2581551629	382397.2501840942
488901.93328042433	251587.869291242
120886.46460097608	151170.73001755375
679328.8805588556	685098.8097849814
252161.47690178404	615568.1290685178
401295.03916590894	402841.6938513711
784082.1689550746	213137.36981563413
191883.1446095376	502519.85408419167
956037.8598041479	719746.470714292
961833.757159493	129246.53846587708
9402.235573234053	287821.7315532554
635184.9715967376	541053.6560097991
871783.0432364981	208410.08101228654
405886.12775495416	167688.2628922266
783538.4079272341	751599.231792496
126369.52933719869	312280.7609703777
222997.29769201792	359032.0989790296
897963.1080638901	876973.1823769904
512719.24291304284	627536.345612827
68007.30406734145	391487.65718829783
549308.6010628928	189678.56521991765
997257.7849561544	477114.7892466164
432713.34320820443	44562.63008546968
176503.0903106094	567101.1324739906
489158.4965883715	482935.79832232726
95032.45335317423	377869.5890390966
109790.55943315574	428847.04564066033
377718.03531474876	130865.74352862813
357032.4978523205	371869.3367243762
639446.3334304794	607722.631794015
259102.99293382998	611523.9762502186
297482.79880114715	780996.8433271392
691423.9941920649	490532.13150827313
147037.91697351375	603574.3062475575
91142.69864071356	214216.88909020953
641115.1211049058	434163.75850745506
136691.9330289652	29879.59990564104
760028.223647284	414939.6024973486
749278.220977109	722949.2746154083
420398.4965534565	912235.6530219988
548999.5991878115	293613.6756409545
895200.1901820122	647323.2896392477
218111.03398941457	511807.8511576136
303896.45440106926	531264.7128708713
557219.8383792123	405298.87091284076
631651.8593567836	540836.7753300733
338415.368696044	726908.3306968708
817705.5499378752	610770.363008383
210563.48403449755	40264.22580899835
375849.98456343065	476200.7758333555
590675.7453660029	938893.3129138728
995259.0403049028	961974.3691974237
764814.2616651966	137623.71567910837
248738.8615511986	933843.7696528294
562913.7566330084	384204.77912721585
407070.378776257	522405.56967067387
16909.84841481169	392363.47592128563
688877.6326976966	554973.6699556136
973328.4181943459	523149.5227145896
715160.7154794757	216400.7681359177
491652.84462631884	995923.5827635572
233336.86952959432	446182.907106348
647034.2550337102	203025.93832797254
199362.64112597634	653340.5298522592
879513.4396578154	844355.867431825
610441.3364119425	698281.8445709205
223445.64199719098	831187.7587880028
359308.1844455444	921118.0968200391
971187.3449735804	851531.6220820285
590193.5749588776	14408.791909436559
282526.5652914699	316484.3751568197
